candidate_id,smiles,pubchem_id,source_name,source_url,availability_status,synthesis_status,safety_status,verification_status,verification_sources
peai-pubchem-91972166,C1=CC=C(C=C1)CCN.I,91972166,psc-passivator-seed,https://pubchem.ncbi.nlm.nih.gov/compound/91972166,pubchem_listed,literature_reported,not_assessed,verified,"[{""kind"":""molecule"",""source"":""PubChem PUG REST"",""pubchem_id"":""91972166"",""url"":""https://pubchem.ncbi.nlm.nih.gov/compound/91972166"",""title"":""2-Phenylethylamine Hydroiodide""},{""kind"":""literature"",""source"":""RSC Journal of Materials Chemistry A"",""url"":""https://pubs.rsc.org/en/content/articlelanding/2024/ta/d3ta07077h"",""note"":""PEAI passivates Pb2+ defects in PSC context""}]"
bai-pubchem-88075134,CCCCN.I,88075134,psc-passivator-seed,https://pubchem.ncbi.nlm.nih.gov/compound/88075134,pubchem_listed,not_assessed,not_assessed,verified,"[{""kind"":""molecule"",""source"":""PubChem PUG REST"",""pubchem_id"":""88075134"",""url"":""https://pubchem.ncbi.nlm.nih.gov/compound/88075134"",""title"":""Butylamine Hydroiodide""}]"
hai-pubchem-19353580,CCCCCC[NH3+].[I-],19353580,psc-passivator-seed,https://pubchem.ncbi.nlm.nih.gov/compound/19353580,pubchem_listed,literature_reported,not_assessed,verified,"[{""kind"":""molecule"",""source"":""PubChem PUG REST"",""pubchem_id"":""19353580"",""url"":""https://pubchem.ncbi.nlm.nih.gov/compound/19353580"",""title"":""Hexan-1-amine Hydroiodide""},{""kind"":""literature"",""source"":""PubMed"",""url"":""https://pubmed.ncbi.nlm.nih.gov/31815408/"",""note"":""Hexylammonium iodide derived two-dimensional perovskite interfacial passivation layer""}]"
gt-pubchem-65046,C(#N)S.C(=N)(N)N,65046,psc-passivator-seed,https://pubchem.ncbi.nlm.nih.gov/compound/65046,pubchem_listed,literature_reported,not_assessed,verified,"[{""kind"":""molecule"",""source"":""PubChem PUG REST"",""pubchem_id"":""65046"",""url"":""https://pubchem.ncbi.nlm.nih.gov/compound/65046"",""title"":""Guanidine thiocyanate""},{""kind"":""literature"",""source"":""PubMed"",""url"":""https://pubmed.ncbi.nlm.nih.gov/26790037/"",""note"":""Guanidinium route to enhanced carrier lifetime in perovskite context""}]"
fpeai-pubchem-146680211,C1=CC(=CC=C1CCN)F.I,146680211,psc-passivator-seed,https://pubchem.ncbi.nlm.nih.gov/compound/146680211,pubchem_listed,literature_reported,not_assessed,verified,"[{""kind"":""molecule"",""source"":""PubChem PUG REST"",""pubchem_id"":""146680211"",""url"":""https://pubchem.ncbi.nlm.nih.gov/compound/146680211"",""title"":""2-(4-Fluorophenyl)ethylamine Hydroiodide""},{""kind"":""literature"",""source"":""PubMed"",""url"":""https://pubmed.ncbi.nlm.nih.gov/33416305/"",""note"":""Direct surface passivation by 4-fluorophenethylammonium iodide""}]"
